  epoch   1 | train=8.7537 | val=8.7573
  epoch   2 | train=8.7537 | val=8.7573
  epoch   3 | train=8.7537 | val=8.7573
  epoch   4 | train=8.7539 | val=8.7573
  epoch   5 | train=8.7536 | val=8.7573
  epoch   6 | train=8.7536 | val=8.7573
  epoch   7 | train=8.7537 | val=8.7573
  epoch   8 | train=8.7534 | val=8.7573
  epoch   9 | train=8.7535 | val=8.7573
  epoch  10 | train=8.7532 | val=8.7573
